Retailer,InvoiceDate,Region,State,City,Product,Price per Unit,UnitsSold,TotalSales,OperatingProfit,OperatingMargin,SalesMethod,state_code
kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,49.0,160,7840.0,2508.8,0.32,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,40.0,224,8960.0,3315.2,0.37,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,44.0,208,9152.0,4026.88,0.44,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,163,7498.0,2999.2,0.4,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,46.0,152,6992.0,2587.04,0.37,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,48.0,162,7776.0,2643.84,0.34,Outlet,NM
kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,50.0,153,7650.0,2448.0,0.32,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,37.0,206,7622.0,3201.24,0.42,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.0,188,7332.0,3372.72,0.46,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,39.0,147,5733.0,2407.86,0.42,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,145,5365.0,2199.65,0.41,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,40.0,145,5800.0,2030.0,0.35,Outlet,NM
kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,48.0,157,7536.0,2260.8,0.3,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,35.0,171,5985.0,2214.45,0.37,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,38.0,182,6916.0,2973.880000000001,0.43,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,34.0,120,4080.0,1632.0,0.4,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,35.0,112,3920.0,1646.4,0.42,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,41.0,114,4674.0,1542.42,0.33,Outlet,NM
kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,57.0,131,7467.0,2314.77,0.31,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,47.0,176,8272.0,3391.52,0.41,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,44.0,180,7920.0,3405.6,0.43,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,149,6854.0,2535.98,0.37,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,136,5440.0,2230.4,0.41,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,54.0,131,7074.0,2617.38,0.37,Outlet,NM
kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,56.0,170,9520.0,2856.0,0.3,Outlet,NM
kohl's,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,44.0,238,10472.0,4398.24,0.42,Outlet,NM
kohl's,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,47.0,217,10199.0,4793.530000000001,0.47,Outlet,NM
sports direct,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,150,6600.0,2706.0,0.41,Outlet,NM
sports direct,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,160,7200.0,2880.0,0.4,Outlet,NM
sports direct,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,55.0,128,7040.0,2323.2,0.33,Outlet,NM
sports direct,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,56.0,173,9688.0,2615.76,0.27,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,24.0,149,3576.0,1644.96,0.46,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,140,3780.0,1776.6,0.47,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,32.0,140,4480.0,1881.6,0.42,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,28.0,99,2772.0,1164.24,0.42,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,2625.0,1050.0,0.4,Outlet,NM
sports direct,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,28.0,140,3920.0,1254.4,0.32,Outlet,NM
sports direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,23.0,150,3450.0,1483.5,0.43,Outlet,NM
sports direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,124,3348.0,1540.08,0.46,Outlet,NM
sports direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,28.0,120,3360.0,1377.6,0.41,Outlet,NM
sports direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,30.0,80,2400.0,1056.0,0.44,Outlet,GA
sports direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,34.0,60,2040.0,795.5999999999999,0.39,Outlet,GA
sports direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,28.0,131,3668.0,1063.72,0.29,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,30.0,163,4890.0,2102.7,0.43,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.0,113,4181.0,1839.64,0.44,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,124,4836.0,1837.68,0.38,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,38.0,78,2964.0,1333.8,0.45,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,41.0,45,1845.0,756.4499999999999,0.41,Outlet,GA
sports direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,40.0,112,4480.0,1299.2,0.29,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,179,6623.0,2847.89,0.43,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,111,4440.0,1864.8,0.42,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,36.0,113,4068.0,1505.16,0.37,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,96,3840.0,1728.0,0.45,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,38.0,56,2128.0,893.76,0.42,Outlet,GA
sports direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,56.0,112,6272.0,1756.16,0.28,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,187,6919.0,3182.74,0.46,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36.0,136,4896.0,2203.2,0.45,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,40.0,145,5800.0,2262.0,0.39,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34.0,114,3876.0,1666.68,0.43,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74,2886.0,1212.12,0.42,Outlet,GA
sports direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,53.0,124,6572.0,2037.32,0.31,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,35.0,203,7105.0,3055.150000000001,0.43,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,41.0,163,6683.0,2940.52,0.44,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,158,6162.0,2341.56,0.38,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,33.0,132,4356.0,1873.08,0.43,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,42.0,94,3948.0,1539.72,0.39,Outlet,GA
sports direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,53.0,190,10070.0,3222.4,0.32,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,218,8066.0,3710.36,0.46,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.0,173,6401.0,2944.46,0.46,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,41.0,184,7544.0,3093.04,0.41,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,39.0,128,4992.0,2246.4,0.45,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,39.0,162,6318.0,2400.84,0.38,Outlet,GA
sports direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,51.0,157,8007.0,2322.03,0.29,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,39.0,209,8151.0,3749.46,0.46,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44.0,200,8800.0,3696.0,0.42,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42.0,150,6300.0,2646.0,0.42,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,42.0,149,6258.0,2816.1,0.45,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,140,7140.0,2784.6,0.39,Outlet,GA
sports direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,50.0,128,6400.0,1856.0,0.29,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,31.0,204,6324.0,2909.04,0.46,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38.0,198,7524.0,3310.56,0.44,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,32.0,135,4320.0,1598.4,0.37,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.0,120,4200.0,1932.0,0.46,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,36.0,132,4752.0,1758.24,0.37,Outlet,GA
sports direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,46.0,135,6210.0,1863.0,0.3,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,34.0,173,5882.0,2705.72,0.46,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34.0,173,5882.0,2470.44,0.42,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,32.0,123,3936.0,1495.68,0.38,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32.0,114,3648.0,1605.12,0.44,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,41.0,102,4182.0,1672.8,0.4,Outlet,GA
sports direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,46.0,109,5014.0,1554.34,0.31,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,36.0,173,6228.0,2615.76,0.42,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,184,7360.0,3238.4,0.44,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,145,5655.0,2262.0,0.4,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.0,140,5180.0,2382.8,0.46,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,47.0,119,5593.0,2125.34,0.38,Outlet,GA
sports direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,46.0,157,7222.0,2094.38,0.29,Outlet,GA
sports direct,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,42.0,209,8778.0,4125.66,0.47,Outlet,GA
sports direct,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39.0,223,8697.0,4087.59,0.47,Outlet,GA
foot locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,36.0,147,5292.0,2222.64,0.42,Outlet,GA
foot locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143,5720.0,2459.6,0.43,Outlet,GA
foot locker,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,44.0,120,5280.0,2006.4,0.38,Outlet,GA
foot locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,47.0,160,7520.0,2256.0,0.3,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,26.0,349,9074.0,4264.780000000001,0.47,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30.0,256,7680.0,3072.0,0.4,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264,6336.0,2027.52,0.32,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,25.0,209,5225.0,1828.75,0.35,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,35.0,247,8645.0,3371.55,0.39,Outlet,GA
foot locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,8430.0,4467.900000000001,0.53,Outlet,GA
foot locker,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,31.0,376,11656.0,5594.88,0.48,Outlet,GA
foot locker,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27.0,247,6669.0,2534.22,0.38,Outlet,GA
foot locker,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,21.0,248,5208.0,1562.4,0.3,Outlet,GA
foot locker,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,98,1862.0,856.52,0.46,Outlet,MS
foot locker,2021-02-18,South,Mississippi,Jackson,Men's Apparel,26.0,136,3536.0,1379.04,0.39,Outlet,MS
foot locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,20.0,160,3200.0,1824.0,0.5700000000000001,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,20.0,223,4460.0,2051.6,0.46,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,128,2560.0,998.3999999999999,0.39,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,11.0,136,1496.0,703.12,0.47,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,15.0,85,1275.0,573.75,0.45,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Men's Apparel,25.0,104,2600.0,962.0,0.37,Outlet,MS
foot locker,2021-03-16,South,Mississippi,Jackson,Women's Apparel,17.0,136,2312.0,1248.48,0.54,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,19.0,223,4237.0,1864.28,0.44,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,116,2320.0,927.9999999999999,0.4,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,11.0,124,1364.0,613.8000000000001,0.45,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,16.0,96,1536.0,660.48,0.43,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Men's Apparel,30.0,98,2940.0,1176.0,0.4,Outlet,MS
foot locker,2021-04-17,South,Mississippi,Jackson,Women's Apparel,22.0,147,3234.0,1714.02,0.53,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,27.0,238,6426.0,2698.92,0.42,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,28.0,140,3920.0,1607.2,0.41,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,26.0,136,3536.0,1520.48,0.43,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,24.0,116,2784.0,1280.64,0.46,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Men's Apparel,34.0,132,4488.0,1795.2,0.4,Outlet,MS
foot locker,2021-05-16,South,Mississippi,Jackson,Women's Apparel,35.0,150,5250.0,2940.0,0.56,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,31.0,263,8153.0,3587.32,0.44,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,29.0,150,4350.0,1696.5,0.39,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,33.0,157,5181.0,2383.26,0.46,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,34.0,149,5066.0,2178.38,0.43,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Men's Apparel,47.0,135,6345.0,2411.1,0.38,Outlet,MS
foot locker,2021-06-18,South,Mississippi,Jackson,Women's Apparel,51.0,219,11169.0,5919.570000000001,0.53,Outlet,MS
foot locker,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,13583.0,6248.18,0.46,Outlet,MS
walmart,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,42.0,192,8064.0,3064.32,0.38,Outlet,MS
walmart,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,37.0,168,6216.0,2610.72,0.42,Outlet,MS
walmart,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,33.0,143,4719.0,2029.17,0.43,Outlet,MS
walmart,2021-07-16,South,Mississippi,Jackson,Men's Apparel,46.0,150,6900.0,2553.0,0.37,Outlet,MS
walmart,2021-07-16,South,Mississippi,Jackson,Women's Apparel,49.0,209,10241.0,5427.73,0.53,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,41.0,256,10496.0,4723.2,0.45,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,44.0,198,8712.0,3571.92,0.41,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,37.0,179,6623.0,2914.12,0.44,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,32.0,147,4704.0,1975.68,0.42,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Men's Apparel,35.0,158,5530.0,2322.6,0.42,Outlet,MS
walmart,2021-08-17,South,Mississippi,Jackson,Women's Apparel,42.0,206,8652.0,4758.6,0.55,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,232,9280.0,4083.2,0.44,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,33.0,158,5214.0,2137.74,0.41,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,145,2175.0,1022.25,0.47,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,16.0,120,1920.0,864.0,0.45,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Men's Apparel,22.0,132,2904.0,1103.52,0.38,Outlet,MS
walmart,2021-09-16,South,Mississippi,Jackson,Women's Apparel,26.0,160,4160.0,2329.6,0.56,Outlet,MS
walmart,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,24.0,216,5184.0,2384.64,0.46,Outlet,MS
walmart,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,17.0,165,2805.0,1037.85,0.37,Outlet,MS
walmart,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,19.0,120,2280.0,1071.6,0.47,Outlet,MS
walmart,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,109,2180.0,981.0,0.45,Outlet,MS
walmart,2021-10-18,South,Mississippi,Jackson,Men's Apparel,25.0,105,2625.0,1102.5,0.42,Outlet,MS
sports direct,2021-10-18,South,Mississippi,Jackson,Women's Apparel,27.0,162,4374.0,2361.96,0.54,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,22.0,206,4532.0,1994.08,0.44,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Men's Athletic Footwear,15.0,153,2295.0,872.1,0.38,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,22.0,119,2618.0,1099.56,0.42,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,43.0,153,6579.0,2894.76,0.44,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Men's Apparel,59.0,132,7788.0,3115.2,0.4,Outlet,MS
sports direct,2021-11-17,South,Mississippi,Jackson,Women's Apparel,51.0,168,8568.0,4883.76,0.5700000000000001,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,48.0,256,12288.0,5775.360000000001,0.47,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,44.0,201,8844.0,3272.28,0.37,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,43.0,158,6794.0,3057.3,0.45,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,41.0,143,5863.0,2755.61,0.47,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Men's Apparel,54.0,157,8478.0,3221.64,0.38,Outlet,MS
sports direct,2021-12-16,South,Mississippi,Jackson,Women's Apparel,53.0,178,9434.0,5188.700000000001,0.55,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,17.0,215,3655.0,1608.2,0.44,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,18.0,135,2430.0,971.9999999999999,0.4,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,11.0,140,1540.0,677.6,0.44,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13.0,102,1326.0,623.22,0.47,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Men's Apparel,26.0,123,3198.0,1215.24,0.38,Outlet,MS
sports direct,2021-01-23,South,Mississippi,Jackson,Women's Apparel,18.0,158,2844.0,1222.92,0.43,Outlet,MS
sports direct,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,17.0,210,3570.0,1606.5,0.45,Outlet,MS
sports direct,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,17.0,112,1904.0,742.56,0.39,Outlet,MS
sports direct,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,11.0,136,1496.0,628.32,0.42,Outlet,MS
walmart,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,78,1170.0,549.9,0.47,Outlet,AR
walmart,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,23.0,111,2553.0,944.61,0.37,Outlet,AR
walmart,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,16.0,145,2320.0,974.4000000000001,0.42,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,15.0,206,3090.0,1452.3,0.47,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,14.0,107,1498.0,554.26,0.37,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Women's Street Footwear,8.0,112,896.0,403.2,0.45,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,70,1050.0,493.5000000000001,0.47,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,24.0,88,2112.0,844.8,0.4,Outlet,AR
walmart,2021-03-19,South,Arkansas,Little Rock,Women's Apparel,20.0,112,2240.0,1030.4,0.46,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,19.0,204,3876.0,1744.2,0.45,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,20.0,102,2040.0,815.9999999999999,0.4,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,11.0,96,1056.0,496.3200000000001,0.47,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,77,1001.0,470.47,0.47,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,31.0,75,2325.0,860.25,0.37,Outlet,AR
walmart,2021-04-20,South,Arkansas,Little Rock,Women's Apparel,24.0,120,2880.0,1267.2,0.44,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,26.0,228,5928.0,2726.88,0.46,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,28.0,116,3248.0,1364.16,0.42,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Women's Street Footwear,27.0,119,3213.0,1413.72,0.44,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,24.0,90,2160.0,1015.2,0.47,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,32.0,111,3552.0,1385.28,0.39,Outlet,AR
walmart,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,33.0,145,4785.0,2248.95,0.47,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,28.0,236,6608.0,2907.52,0.44,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,149,3725.0,1452.75,0.39,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,28.0,124,3472.0,1562.4,0.45,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,29.0,124,3596.0,1582.24,0.44,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Men's Apparel,37.0,116,4292.0,1673.88,0.39,Outlet,AR
walmart,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,48.0,165,7920.0,3405.6,0.43,Outlet,AR
walmart,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271,10569.0,4438.98,0.42,Outlet,AR
walmart,2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,36.0,163,5868.0,2171.16,0.37,Outlet,AR
walmart,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,32.0,140,4480.0,1971.2,0.44,Outlet,AR
walmart,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,120,4200.0,1806.0,0.43,Outlet,AR
walmart,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,40.0,149,5960.0,2384.0,0.4,Outlet,AR
